LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
LUX,HOUSECOST,RENT,IDX2015,Q,2002-Q2,77.83791717
LUX,HOUSECOST,RENT,IDX2015,Q,2002-Q3,78.1610214
LUX,HOUSECOST,RENT,IDX2015,Q,2002-Q4,78.92095646
LUX,HOUSECOST,RENT,IDX2015,Q,2003-Q1,79.14207728
LUX,HOUSECOST,RENT,IDX2015,Q,2003-Q2,79.26298958
LUX,HOUSECOST,RENT,IDX2015,Q,2003-Q3,79.63798732
LUX,HOUSECOST,RENT,IDX2015,Q,2003-Q4,79.83837766
LUX,HOUSECOST,RENT,IDX2015,Q,2004-Q1,80.04206401
LUX,HOUSECOST,RENT,IDX2015,Q,2004-Q2,80.54460131
LUX,HOUSECOST,RENT,IDX2015,Q,2004-Q3,80.90470112
LUX,HOUSECOST,RENT,IDX2015,Q,2004-Q4,81.50267233
LUX,HOUSECOST,RENT,IDX2015,Q,2005-Q1,82.22613421
LUX,HOUSECOST,RENT,IDX2015,Q,2005-Q2,82.74819598
LUX,HOUSECOST,RENT,IDX2015,Q,2005-Q3,83.58741267
LUX,HOUSECOST,RENT,IDX2015,Q,2005-Q4,84.05545484
LUX,HOUSECOST,RENT,IDX2015,Q,2006-Q1,84.41851985
LUX,HOUSECOST,RENT,IDX2015,Q,2006-Q2,84.83354675
LUX,HOUSECOST,RENT,IDX2015,Q,2006-Q3,85.27596061
LUX,HOUSECOST,RENT,IDX2015,Q,2006-Q4,85.6724366
LUX,HOUSECOST,RENT,IDX2015,Q,2007-Q1,85.95552098
LUX,HOUSECOST,RENT,IDX2015,Q,2007-Q2,86.27589304
LUX,HOUSECOST,RENT,IDX2015,Q,2007-Q3,86.57874855
LUX,HOUSECOST,RENT,IDX2015,Q,2007-Q4,87.28358159
LUX,HOUSECOST,RENT,IDX2015,Q,2008-Q1,87.81819619
LUX,HOUSECOST,RENT,IDX2015,Q,2008-Q2,88.83871702
LUX,HOUSECOST,RENT,IDX2015,Q,2008-Q3,89.56048141
LUX,HOUSECOST,RENT,IDX2015,Q,2008-Q4,90.22960231
LUX,HOUSECOST,RENT,IDX2015,Q,2009-Q1,90.69306827
LUX,HOUSECOST,RENT,IDX2015,Q,2009-Q2,91.03913583
LUX,HOUSECOST,RENT,IDX2015,Q,2009-Q3,91.63716879
LUX,HOUSECOST,RENT,IDX2015,Q,2009-Q4,92.07087828
LUX,HOUSECOST,RENT,IDX2015,Q,2010-Q1,92.631028
LUX,HOUSECOST,RENT,IDX2015,Q,2010-Q2,92.89765982
LUX,HOUSECOST,RENT,IDX2015,Q,2010-Q3,93.15872042
LUX,HOUSECOST,RENT,IDX2015,Q,2010-Q4,93.5327858
LUX,HOUSECOST,RENT,IDX2015,Q,2011-Q1,94.19354948
LUX,HOUSECOST,RENT,IDX2015,Q,2011-Q2,94.69104821
LUX,HOUSECOST,RENT,IDX2015,Q,2011-Q3,95.02326956
LUX,HOUSECOST,RENT,IDX2015,Q,2011-Q4,95.408927
LUX,HOUSECOST,RENT,IDX2015,Q,2012-Q1,95.54437083
LUX,HOUSECOST,RENT,IDX2015,Q,2012-Q2,95.94133981
LUX,HOUSECOST,RENT,IDX2015,Q,2012-Q3,96.33846758
LUX,HOUSECOST,RENT,IDX2015,Q,2012-Q4,96.55592337
LUX,HOUSECOST,RENT,IDX2015,Q,2013-Q1,96.83168433
LUX,HOUSECOST,RENT,IDX2015,Q,2013-Q2,97.23763315
LUX,HOUSECOST,RENT,IDX2015,Q,2013-Q3,97.69020221
LUX,HOUSECOST,RENT,IDX2015,Q,2013-Q4,97.97719677
LUX,HOUSECOST,RENT,IDX2015,Q,2014-Q1,98.15792546
LUX,HOUSECOST,RENT,IDX2015,Q,2014-Q2,98.20283984
LUX,HOUSECOST,RENT,IDX2015,Q,2014-Q3,98.35423109
LUX,HOUSECOST,RENT,IDX2015,Q,2014-Q4,98.75501863
LUX,HOUSECOST,RENT,IDX2015,Q,2015-Q1,99.25153567
LUX,HOUSECOST,RENT,IDX2015,Q,2015-Q2,99.87514727
LUX,HOUSECOST,RENT,IDX2015,Q,2015-Q3,100.3591287
LUX,HOUSECOST,RENT,IDX2015,Q,2015-Q4,100.5141883
LUX,HOUSECOST,RENT,IDX2015,Q,2016-Q1,100.6412755
LUX,HOUSECOST,RENT,IDX2015,Q,2016-Q2,100.7488601
LUX,HOUSECOST,RENT,IDX2015,Q,2016-Q3,100.8653434
LUX,HOUSECOST,RENT,IDX2015,Q,2016-Q4,101.1478224
LUX,HOUSECOST,RENT,IDX2015,Q,2017-Q1,101.5263084
LUX,HOUSECOST,RENT,IDX2015,Q,2017-Q2,101.8945042
LUX,HOUSECOST,RENT,IDX2015,Q,2017-Q3,102.1444873
LUX,HOUSECOST,RENT,IDX2015,Q,2017-Q4,102.5544617
LUX,HOUSECOST,RENT,IDX2015,Q,2018-Q1,102.8757443
LUX,HOUSECOST,RENT,IDX2015,Q,2018-Q2,102.924021
LUX,HOUSECOST,RENT,IDX2015,Q,2018-Q3,103.5859071
LUX,HOUSECOST,RENT,IDX2015,Q,2018-Q4,103.8842458
LUX,HOUSECOST,RENT,IDX2015,Q,2019-Q1,104.2066078
LUX,HOUSECOST,RENT,IDX2015,Q,2019-Q2,104.6144024
LUX,HOUSECOST,RENT,IDX2015,Q,2019-Q3,104.7072311
LUX,HOUSECOST,RENT,IDX2015,Q,2019-Q4,105.31823
LUX,HOUSECOST,RENT,IDX2015,Q,2020-Q1,105.5663104
LUX,HOUSECOST,RENT,IDX2015,Q,2020-Q2,105.6921508
LUX,HOUSECOST,RENT,IDX2015,Q,2020-Q3,105.9288783
LUX,HOUSECOST,RENT,IDX2015,Q,2020-Q4,106.2056935
LUX,HOUSECOST,RENT,IDX2015,Q,2021-Q1,106.5845507
LUX,HOUSECOST,RENT,IDX2015,Q,2021-Q2,107.1391959
LUX,HOUSECOST,RENT,IDX2015,Q,2021-Q3,107.6075666
LUX,HOUSECOST,RENT,IDX2015,Q,2021-Q4,107.8950706
LUX,HOUSECOST,RENT,IDX2015,Q,2022-Q1,108.3663745
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2005-Q1,56.34336258
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2005-Q2,57.66147759
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2005-Q3,58.76597992
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2005-Q4,59.42459942
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2006-Q1,60.52949597
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2006-Q2,61.48479678
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2006-Q3,62.41680132
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2006-Q4,63.53228602
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2007-Q1,65.00839983
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2007-Q2,66.28084367
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2007-Q3,67.53710365
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2007-Q4,68.20198528
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2008-Q1,69.04731979
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2008-Q2,70.50356179
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2008-Q3,72.25984458
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2008-Q4,73.63356022
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2009-Q1,74.47559353
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2009-Q2,75.01650027
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2009-Q3,75.22659633
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2009-Q4,75.627559
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2010-Q1,76.03971126
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2010-Q2,76.59353335
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2010-Q3,77.59090961
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2010-Q4,78.90207296
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2011-Q1,80.25090522
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2011-Q2,81.33976875
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2011-Q3,82.25023728
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2011-Q4,83.2172711
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2012-Q1,83.47127434
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2012-Q2,83.87193533
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2012-Q3,84.61469321
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2012-Q4,85.51225344
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2013-Q1,86.65130533
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2013-Q2,88.15180088
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2013-Q3,89.42049586
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2013-Q4,90.53051104
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2014-Q1,91.63585739
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2014-Q2,91.84012497
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2014-Q3,92.37135492
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2014-Q4,94.01473807
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2015-Q1,95.64680656
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2015-Q2,98.84522405
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2015-Q3,101.849828
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2015-Q4,103.6581414
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2016-Q1,104.7725724
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2016-Q2,106.5084967
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2016-Q3,108.0537331
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2016-Q4,109.7951249
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2017-Q1,112.4148888
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2017-Q2,114.4532869
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2017-Q3,116.6666231
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2017-Q4,119.2120445
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2018-Q1,121.8095354
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2018-Q2,124.3463781
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2018-Q3,127.3406091
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2018-Q4,130.3092179
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q1,132.7435306
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q2,135.7323755
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q3,138.1795889
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2019-Q4,140.3001377
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q1,142.1107141
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q2,143.4851458
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q3,145.1929783
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2020-Q4,147.9587149
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2021-Q1,151.3094072
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2021-Q2,154.6382735
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2021-Q3,157.793315
MEX,HOUSECOST,NOMINAL,IDX2015,Q,2021-Q4,160.5554436
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q1,72.96997602
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q2,74.17669952
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q3,75.04245486
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q4,75.2620483
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q1,76.09571345
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q2,76.61992737
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q3,77.18238003
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q4,77.98214317
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q1,79.19339497
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q2,80.15278232
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q3,81.08350351
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q4,81.34393623
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q1,81.75142015
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q2,82.86786808
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q3,84.29407007
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q4,84.93772644
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q1,85.11361523
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q2,85.15672799
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q3,84.88853218
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q4,84.85501645
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q1,84.83859352
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q2,84.94351577
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q3,85.51317867
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q4,86.55806341
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q1,87.60484358
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q2,88.33636179
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q3,88.9649058
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q4,89.60188796
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q1,89.4682753
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q2,89.48628683
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q3,89.84606478
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q4,90.30913276
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q1,91.0267499
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q2,92.12169589
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q3,92.87748551
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q4,93.56532669
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q1,94.26505939
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q2,94.03731573
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q3,94.09998652
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q4,95.23280898
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q1,96.38788426
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q2,99.10493407
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q3,101.6113887
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q4,102.8957929
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q1,103.3962082
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q2,104.5097667
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q3,105.4226506
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q4,106.4965219
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q1,108.3104913
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q2,109.6453047
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q3,111.092628
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q4,112.7958367
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q1,114.5603863
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q2,116.2531849
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q3,118.2484902
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q4,120.1791621
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q1,121.6181916
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q2,123.404132
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q3,124.713691
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q4,125.779187
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2020-Q1,126.5288429
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2020-Q2,126.898204
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2020-Q3,128.0265747
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2020-Q4,129.9614121
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2021-Q1,132.26188
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2021-Q2,134.4897528
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2021-Q3,136.273073
MEX,HOUSECOST,PRICERENT,IDX2015,Q,2021-Q4,137.5659812
MEX,HOUSECOST,REAL,IDX2015,Q,2005-Q1,89.95795895
MEX,HOUSECOST,REAL,IDX2015,Q,2005-Q2,91.02073746
MEX,HOUSECOST,REAL,IDX2015,Q,2005-Q3,91.79752889
MEX,HOUSECOST,REAL,IDX2015,Q,2005-Q4,92.14250819
MEX,HOUSECOST,REAL,IDX2015,Q,2006-Q1,92.73276456
MEX,HOUSECOST,REAL,IDX2015,Q,2006-Q2,92.82513408
MEX,HOUSECOST,REAL,IDX2015,Q,2006-Q3,93.03693466
MEX,HOUSECOST,REAL,IDX2015,Q,2006-Q4,93.59850281
MEX,HOUSECOST,REAL,IDX2015,Q,2007-Q1,94.30898669
MEX,HOUSECOST,REAL,IDX2015,Q,2007-Q2,95.51152139
MEX,HOUSECOST,REAL,IDX2015,Q,2007-Q3,95.50397965
MEX,HOUSECOST,REAL,IDX2015,Q,2007-Q4,94.89478381
MEX,HOUSECOST,REAL,IDX2015,Q,2008-Q1,94.67647313
MEX,HOUSECOST,REAL,IDX2015,Q,2008-Q2,94.93983478
MEX,HOUSECOST,REAL,IDX2015,Q,2008-Q3,96.60514255
MEX,HOUSECOST,REAL,IDX2015,Q,2008-Q4,96.13222744
MEX,HOUSECOST,REAL,IDX2015,Q,2009-Q1,96.30829318
MEX,HOUSECOST,REAL,IDX2015,Q,2009-Q2,97.75165605
MEX,HOUSECOST,REAL,IDX2015,Q,2009-Q3,97.70131734
MEX,HOUSECOST,REAL,IDX2015,Q,2009-Q4,97.91455891
MEX,HOUSECOST,REAL,IDX2015,Q,2010-Q1,96.08004636
MEX,HOUSECOST,REAL,IDX2015,Q,2010-Q2,94.90910711
MEX,HOUSECOST,REAL,IDX2015,Q,2010-Q3,94.63640506
MEX,HOUSECOST,REAL,IDX2015,Q,2010-Q4,95.27697352
MEX,HOUSECOST,REAL,IDX2015,Q,2011-Q1,95.34673114
MEX,HOUSECOST,REAL,IDX2015,Q,2011-Q2,96.11094968
MEX,HOUSECOST,REAL,IDX2015,Q,2011-Q3,95.9477091
MEX,HOUSECOST,REAL,IDX2015,Q,2011-Q4,95.38603017
MEX,HOUSECOST,REAL,IDX2015,Q,2012-Q1,94.58524015
MEX,HOUSECOST,REAL,IDX2015,Q,2012-Q2,93.59174114
MEX,HOUSECOST,REAL,IDX2015,Q,2012-Q3,93.34365416
MEX,HOUSECOST,REAL,IDX2015,Q,2012-Q4,93.70227012
MEX,HOUSECOST,REAL,IDX2015,Q,2013-Q1,94.2445716
MEX,HOUSECOST,REAL,IDX2015,Q,2013-Q2,94.74797151
MEX,HOUSECOST,REAL,IDX2015,Q,2013-Q3,95.22448936
MEX,HOUSECOST,REAL,IDX2015,Q,2013-Q4,95.54388572
MEX,HOUSECOST,REAL,IDX2015,Q,2014-Q1,95.17664185
MEX,HOUSECOST,REAL,IDX2015,Q,2014-Q2,94.77363365
MEX,HOUSECOST,REAL,IDX2015,Q,2014-Q3,94.57177981
MEX,HOUSECOST,REAL,IDX2015,Q,2014-Q4,95.50549261
MEX,HOUSECOST,REAL,IDX2015,Q,2015-Q1,96.83195583
MEX,HOUSECOST,REAL,IDX2015,Q,2015-Q2,99.6964556
MEX,HOUSECOST,REAL,IDX2015,Q,2015-Q3,101.1188971
MEX,HOUSECOST,REAL,IDX2015,Q,2015-Q4,102.3526914
MEX,HOUSECOST,REAL,IDX2015,Q,2016-Q1,102.6683678
MEX,HOUSECOST,REAL,IDX2015,Q,2016-Q2,102.7488308
MEX,HOUSECOST,REAL,IDX2015,Q,2016-Q3,102.2703961
MEX,HOUSECOST,REAL,IDX2015,Q,2016-Q4,102.1859249
MEX,HOUSECOST,REAL,IDX2015,Q,2017-Q1,102.8946958
MEX,HOUSECOST,REAL,IDX2015,Q,2017-Q2,104.5554012
MEX,HOUSECOST,REAL,IDX2015,Q,2017-Q3,106.1246858
MEX,HOUSECOST,REAL,IDX2015,Q,2017-Q4,106.7714922
MEX,HOUSECOST,REAL,IDX2015,Q,2018-Q1,107.9013446
MEX,HOUSECOST,REAL,IDX2015,Q,2018-Q2,109.0518357
MEX,HOUSECOST,REAL,IDX2015,Q,2018-Q3,111.2344552
MEX,HOUSECOST,REAL,IDX2015,Q,2018-Q4,112.3996813
MEX,HOUSECOST,REAL,IDX2015,Q,2019-Q1,113.8514099
MEX,HOUSECOST,REAL,IDX2015,Q,2019-Q2,114.7753132
MEX,HOUSECOST,REAL,IDX2015,Q,2019-Q3,115.5221733
MEX,HOUSECOST,REAL,IDX2015,Q,2019-Q4,116.9491537
MEX,HOUSECOST,REAL,IDX2015,Q,2020-Q1,117.7254334
MEX,HOUSECOST,REAL,IDX2015,Q,2020-Q2,117.5565897
MEX,HOUSECOST,REAL,IDX2015,Q,2020-Q3,116.4580032
MEX,HOUSECOST,REAL,IDX2015,Q,2020-Q4,118.2727582
MEX,HOUSECOST,REAL,IDX2015,Q,2021-Q1,118.109858
MEX,HOUSECOST,REAL,IDX2015,Q,2021-Q2,117.9020087
MEX,HOUSECOST,REAL,IDX2015,Q,2021-Q3,118.9041226
MEX,HOUSECOST,REAL,IDX2015,Q,2021-Q4,119.6488259
MEX,HOUSECOST,RENT,IDX2015,Q,1980-Q1,0.0780732
MEX,HOUSECOST,RENT,IDX2015,Q,1980-Q2,0.083784682
MEX,HOUSECOST,RENT,IDX2015,Q,1980-Q3,0.089451857
MEX,HOUSECOST,RENT,IDX2015,Q,1980-Q4,0.095574358
MEX,HOUSECOST,RENT,IDX2015,Q,1981-Q1,0.102675969
MEX,HOUSECOST,RENT,IDX2015,Q,1981-Q2,0.109934879
MEX,HOUSECOST,RENT,IDX2015,Q,1981-Q3,0.117493932
MEX,HOUSECOST,RENT,IDX2015,Q,1981-Q4,0.126934163
MEX,HOUSECOST,RENT,IDX2015,Q,1982-Q1,0.139309287
MEX,HOUSECOST,RENT,IDX2015,Q,1982-Q2,0.158632841
MEX,HOUSECOST,RENT,IDX2015,Q,1982-Q3,0.185348146
MEX,HOUSECOST,RENT,IDX2015,Q,1982-Q4,0.215885339
MEX,HOUSECOST,RENT,IDX2015,Q,1983-Q1,0.247110797
MEX,HOUSECOST,RENT,IDX2015,Q,1983-Q2,0.279070297
MEX,HOUSECOST,RENT,IDX2015,Q,1983-Q3,0.309961738
MEX,HOUSECOST,RENT,IDX2015,Q,1983-Q4,0.34285662
MEX,HOUSECOST,RENT,IDX2015,Q,1984-Q1,0.378660319
MEX,HOUSECOST,RENT,IDX2015,Q,1984-Q2,0.412562327
MEX,HOUSECOST,RENT,IDX2015,Q,1984-Q3,0.449354225
MEX,HOUSECOST,RENT,IDX2015,Q,1984-Q4,0.487526313
MEX,HOUSECOST,RENT,IDX2015,Q,1985-Q1,0.532588257
MEX,HOUSECOST,RENT,IDX2015,Q,1985-Q2,0.587282694
MEX,HOUSECOST,RENT,IDX2015,Q,1985-Q3,0.658040082
MEX,HOUSECOST,RENT,IDX2015,Q,1985-Q4,0.746959751
MEX,HOUSECOST,RENT,IDX2015,Q,1986-Q1,0.844713377
MEX,HOUSECOST,RENT,IDX2015,Q,1986-Q2,0.951872808
MEX,HOUSECOST,RENT,IDX2015,Q,1986-Q3,1.083469214
MEX,HOUSECOST,RENT,IDX2015,Q,1986-Q4,1.250802585
MEX,HOUSECOST,RENT,IDX2015,Q,1987-Q1,1.440585143
MEX,HOUSECOST,RENT,IDX2015,Q,1987-Q2,1.670329586
MEX,HOUSECOST,RENT,IDX2015,Q,1987-Q3,1.957461889
MEX,HOUSECOST,RENT,IDX2015,Q,1987-Q4,2.378117452
MEX,HOUSECOST,RENT,IDX2015,Q,1988-Q1,2.982019272
MEX,HOUSECOST,RENT,IDX2015,Q,1988-Q2,3.881264842
MEX,HOUSECOST,RENT,IDX2015,Q,1988-Q3,4.815495866
MEX,HOUSECOST,RENT,IDX2015,Q,1988-Q4,5.700163848
MEX,HOUSECOST,RENT,IDX2015,Q,1989-Q1,6.568426915
MEX,HOUSECOST,RENT,IDX2015,Q,1989-Q2,7.309936849
MEX,HOUSECOST,RENT,IDX2015,Q,1989-Q3,8.142308561
MEX,HOUSECOST,RENT,IDX2015,Q,1989-Q4,9.044985792
MEX,HOUSECOST,RENT,IDX2015,Q,1990-Q1,9.899313041
MEX,HOUSECOST,RENT,IDX2015,Q,1990-Q2,10.92470457
MEX,HOUSECOST,RENT,IDX2015,Q,1990-Q3,12.05700281
MEX,HOUSECOST,RENT,IDX2015,Q,1990-Q4,13.17350381
MEX,HOUSECOST,RENT,IDX2015,Q,1991-Q1,14.18465972
MEX,HOUSECOST,RENT,IDX2015,Q,1991-Q2,14.97580095
MEX,HOUSECOST,RENT,IDX2015,Q,1991-Q3,15.6176951
MEX,HOUSECOST,RENT,IDX2015,Q,1991-Q4,16.33295659
MEX,HOUSECOST,RENT,IDX2015,Q,1992-Q1,17.17152884
MEX,HOUSECOST,RENT,IDX2015,Q,1992-Q2,17.79214842
MEX,HOUSECOST,RENT,IDX2015,Q,1992-Q3,18.41767625
MEX,HOUSECOST,RENT,IDX2015,Q,1992-Q4,18.94196746
MEX,HOUSECOST,RENT,IDX2015,Q,1993-Q1,19.287791
MEX,HOUSECOST,RENT,IDX2015,Q,1993-Q2,19.66017914
MEX,HOUSECOST,RENT,IDX2015,Q,1993-Q3,20.06504932
MEX,HOUSECOST,RENT,IDX2015,Q,1993-Q4,20.53975059
MEX,HOUSECOST,RENT,IDX2015,Q,1994-Q1,20.84627407
MEX,HOUSECOST,RENT,IDX2015,Q,1994-Q2,21.0995094
MEX,HOUSECOST,RENT,IDX2015,Q,1994-Q3,21.46581214
MEX,HOUSECOST,RENT,IDX2015,Q,1994-Q4,21.98471372
MEX,HOUSECOST,RENT,IDX2015,Q,1995-Q1,23.41627869
MEX,HOUSECOST,RENT,IDX2015,Q,1995-Q2,26.32649694
MEX,HOUSECOST,RENT,IDX2015,Q,1995-Q3,29.14473308
MEX,HOUSECOST,RENT,IDX2015,Q,1995-Q4,31.15787755
MEX,HOUSECOST,RENT,IDX2015,Q,1996-Q1,32.84329956
MEX,HOUSECOST,RENT,IDX2015,Q,1996-Q2,34.4126833
MEX,HOUSECOST,RENT,IDX2015,Q,1996-Q3,36.22187805
MEX,HOUSECOST,RENT,IDX2015,Q,1996-Q4,38.12061139
MEX,HOUSECOST,RENT,IDX2015,Q,1997-Q1,39.95749026
MEX,HOUSECOST,RENT,IDX2015,Q,1997-Q2,41.54138028
MEX,HOUSECOST,RENT,IDX2015,Q,1997-Q3,43.07353878
MEX,HOUSECOST,RENT,IDX2015,Q,1997-Q4,44.69730953
MEX,HOUSECOST,RENT,IDX2015,Q,1998-Q1,46.45446188
