FIPS,State,County,Cheapest Technology,Cost
17111,McHenry,Illinois,Wind,88.66327768485861
17117,Macoupin,Illinois,Wind,90.19394816085196
17125,Mason,Illinois,Solar PV (Utility),95.03784893497843
17127,Massac,Illinois,Solar PV (Utility),89.6699453727264
13185,Lowndes,Georgia,Solar PV (Utility),79.5021592779175
13189,McDuffie,Georgia,Natural Gas Combined Cycle,60.69921863917068
13195,Madison,Georgia,Solar PV (Utility),80.42152401819435
13199,Meriwether,Georgia,Natural Gas Combined Cycle,60.514357590959406
13205,Mitchell,Georgia,Natural Gas Combined Cycle,62.847229841348266
13209,Montgomery,Georgia,Natural Gas Combined Cycle,61.3963601399484
13213,Murray,Georgia,Natural Gas Combined Cycle,59.81947814772544
13221,Oglethorpe,Georgia,Natural Gas Combined Cycle,62.81759648987062
13229,Pierce,Georgia,Solar PV (Utility),79.91257694026275
13231,Pike,Georgia,Natural Gas Combined Cycle,60.68188994088163
13235,Pulaski,Georgia,Natural Gas Combined Cycle,62.64083229080387
13241,Rabun,Georgia,Solar PV (Utility),80.99054504788953
13247,Rockdale,Georgia,Solar PV (Utility),81.516010613762
13255,Spalding,Georgia,Natural Gas Combined Cycle,60.822121940881644
13257,Stephens,Georgia,Solar PV (Utility),80.1601912352581
13267,Tattnall,Georgia,Natural Gas Combined Cycle,60.91616788800413
13269,Taylor,Georgia,Natural Gas Combined Cycle,62.40899854119272
20183,Smith,Kansas,Wind,59.538193094011994
20187,Stanton,Kansas,Wind,61.00612692908669
20189,Stevens,Kansas,Wind,55.00421830695057
20197,Wabaunsee,Kansas,Wind,70.19774978504682
20207,Woodson,Kansas,Wind,62.579088499025815
21191,Pendleton,Kentucky,Natural Gas Combined Cycle,61.6108211399484
21193,Perry,Kentucky,Solar PV (Utility),93.02449759913392
21201,Robertson,Kentucky,Natural Gas Combined Cycle,61.61064753963731
21205,Rowan,Kentucky,Solar PV (Utility),92.69057237649317
21207,Russell,Kentucky,Solar PV (Utility),89.34913863802655
21217,Taylor,Kentucky,Natural Gas Combined Cycle,61.15480789267036
21221,Trigg,Kentucky,Natural Gas Combined Cycle,60.4716386920482
21231,Wayne,Kentucky,Solar PV (Utility),89.21747224655843
21233,Webster,Kentucky,Natural Gas Combined Cycle,60.72136099064833
21237,Wolfe,Kentucky,Solar PV (Utility),93.14214550266112
21239,Woodford,Kentucky,Natural Gas Combined Cycle,62.323198841348265
22005,Ascension,Louisiana,Solar PV (Residential),251.5162189602801
22091,St. Helena,Louisiana,Solar PV (Utility),81.69223246905284
22093,St. James,Louisiana,Solar PV (Residential),251.70886665740835
22097,St. Landry,Louisiana,Natural Gas Combined Cycle,57.82417997509424
22099,St. Martin,Louisiana,Natural Gas Combined Cycle,57.76108127524978
22103,St. Tammany,Louisiana,Natural Gas Combined Cycle,58.656158625172004
22113,Vermilion,Louisiana,Natural Gas Combined Cycle,57.76189392532754
22117,Washington,Louisiana,Natural Gas Combined Cycle,58.643590625172
21011,Bath,Kentucky,Natural Gas Combined Cycle,60.560875390337245
21013,Bell,Kentucky,Solar PV (Utility),89.49502351743557
21015,Boone,Kentucky,Solar PV (Utility),92.85047574384309
21027,Breckinridge,Kentucky,Natural Gas Combined Cycle,62.45151159095941
21029,Bullitt,Kentucky,Solar PV (Utility),90.9969277753485
17133,Monroe,Illinois,Solar PV (Utility),90.95537231152579
17137,Morgan,Illinois,Wind,90.0282837850689
17141,Ogle,Illinois,Natural Gas Combined Cycle,79.73377333122528
17143,Peoria,Illinois,Wind,93.8391644280794
17147,Piatt,Illinois,Wind,80.54612327148841
17153,Pulaski,Illinois,Solar PV (Utility),89.43804956567195
17159,Richland,Illinois,Solar PV (Utility),91.6387412447482
17165,Saline,Illinois,Solar PV (Utility),90.51711767329873
17167,Sangamon,Illinois,Wind,92.80408707943523
17177,Stephenson,Illinois,Natural Gas Combined Cycle,79.64175758161414
17183,Vermilion,Illinois,Wind,89.69815503350277
17191,Wayne,Illinois,Solar PV (Utility),91.39172694975287
17195,Whiteside,Illinois,Natural Gas Combined Cycle,81.22057728301401
17197,Will,Illinois,Wind,90.96083339884864
18001,Adams,Indiana,Natural Gas Combined Cycle,75.06019263760247
13275,Thomas,Georgia,Natural Gas Combined Cycle,63.26996084134826
13279,Toombs,Georgia,Natural Gas Combined Cycle,61.270031339015155
13281,Towns,Georgia,Solar PV (Residential),250.90702632946943
13289,Twiggs,Georgia,Natural Gas Combined Cycle,61.411089340570555
13295,Walker,Georgia,Natural Gas Combined Cycle,59.75499614772545
13301,Warren,Georgia,Natural Gas Combined Cycle,60.850893589404
20035,Cowley,Kansas,Wind,61.442283415517245
20041,Dickinson,Kansas,Wind,65.45901952825658
20047,Edwards,Kansas,Wind,51.31841094577737
20051,Ellis,Kansas,Wind,56.22470557835068
20053,Ellsworth,Kansas,Wind,52.746253686906314
20057,Ford,Kansas,Wind,49.247956248489054
20063,Gove,Kansas,Wind,59.08139106060856
20073,Greenwood,Kansas,Wind,63.430355924914025
20077,Harper,Kansas,Wind,62.1047409186495
20079,Harvey,Kansas,Wind,58.48247019839494
20087,Jefferson,Kansas,Wind,72.53659659298262
22011,Beauregard,Louisiana,Natural Gas Combined Cycle,63.31876583978644
22015,Bossier,Louisiana,Natural Gas Combined Cycle,64.63025583823104
22017,Caddo,Louisiana,Natural Gas Combined Cycle,64.45443383823103
22023,Cameron,Louisiana,Wind,70.46834189569431
22031,De Soto,Louisiana,Natural Gas Combined Cycle,64.11590638877543
22035,East Carroll,Louisiana,Natural Gas Combined Cycle,59.25622877447208
22041,Franklin,Louisiana,Natural Gas Combined Cycle,59.043579074627615
22043,Grant,Louisiana,Natural Gas Combined Cycle,63.46409988955314
22049,Jackson,Louisiana,Natural Gas Combined Cycle,58.5457161243943
22051,Jefferson,Louisiana,Solar PV (Utility),78.55565756175885
22055,Lafayette,Louisiana,Natural Gas Combined Cycle,57.811881275249775
21035,Calloway,Kentucky,Natural Gas Combined Cycle,60.27161974181489
21039,Carlisle,Kentucky,Solar PV (Utility),88.40033692186789
21041,Carroll,Kentucky,Natural Gas Combined Cycle,62.57830218971509
21045,Casey,Kentucky,Natural Gas Combined Cycle,60.160440492981444
21057,Cumberland,Kentucky,Natural Gas Combined Cycle,60.60589599375915
21065,Estill,Kentucky,Solar PV (Utility),91.81536310003902
21067,Fayette,Kentucky,Solar PV (Utility),90.47216220947601
21071,Floyd,Kentucky,Solar PV (Utility),95.46098508526461
21079,Garrard,Kentucky,Natural Gas Combined Cycle,61.09461529235927
21083,Graves,Kentucky,Natural Gas Combined Cycle,60.50223249142603
21085,Grayson,Kentucky,Natural Gas Combined Cycle,62.26533809173711
21091,Hancock,Kentucky,Natural Gas Combined Cycle,61.731320340570555
21097,Harrison,Kentucky,Solar PV (Utility),91.07112021505301
21101,Henderson,Kentucky,Natural Gas Combined Cycle,61.88916279002617
21107,Hopkins,Kentucky,Natural Gas Combined Cycle,60.59574419127049
48267,Kimble,Texas,Natural Gas Combined Cycle,58.96463496731719
48271,Kinney,Texas,Natural Gas Combined Cycle,59.56910966716165
48277,Lamar,Texas,Natural Gas Combined Cycle,59.18961206840598
48281,Lampasas,Texas,Natural Gas Combined Cycle,58.197047618950364
48285,Lavaca,Texas,Natural Gas Combined Cycle,58.490838821127944
48287,Lee,Texas,Natural Gas Combined Cycle,57.904939223927684
48291,Liberty,Texas,Solar PV (Utility),82.14310559522082
48293,Limestone,Texas,Natural Gas Combined Cycle,57.675054119728074
48295,Lipscomb,Texas,Wind,54.609552914465795
48301,Loving,Texas,Natural Gas Combined Cycle,61.009051863117584
48305,Lynn,Texas,Wind,50.760281177509526
48307,McCulloch,Texas,Solar PV (Utility),74.5138364021289
48317,Martin,Texas,Wind,57.96173152407287
48323,Maverick,Texas,Natural Gas Combined Cycle,59.702617267472725
48327,Menard,Texas,Natural Gas Combined Cycle,58.86203901708388
48331,Milam,Texas,Natural Gas Combined Cycle,57.6015726236166
48333,Mills,Texas,Natural Gas Combustion Turbine,70.07319621451089
51800,Suffolk,Virginia,Natural Gas Combined Cycle,71.44584482734317
51810,Virginia Beach,Virginia,Solar PV (Utility),91.21700509446202
51840,Winchester,Virginia,Solar PV (Residential),286.29639983763224
53001,Adams,Washington,Natural Gas Combined Cycle,53.2881087604798
53003,Asotin,Washington,Solar PV (Utility),89.84516722801723
53005,Benton,Washington,Natural Gas Combined Cycle,54.15035970760229
53015,Cowlitz,Washington,Natural Gas Combined Cycle,56.340889150836254
53017,Douglas,Washington,Natural Gas Combined Cycle,53.57506010884661
53019,Ferry,Washington,Solar PV (Utility),94.54262034498775
53023,Garfield,Washington,Natural Gas Combined Cycle,53.244332762035214
53025,Grant,Washington,Natural Gas Combined Cycle,53.703039458768835
51600,Fairfax,Virginia,Solar PV (Residential),281.32875971229623
55101,Racine,Wisconsin,Solar PV (Utility),102.18530802602056
55107,Rusk,Wisconsin,Solar PV (Utility),101.66094246014806
55111,Sauk,Wisconsin,Wind,95.90651912536771
55113,Sawyer,Wisconsin,Solar PV (Utility),102.10019709837513
55119,Taylor,Wisconsin,Solar PV (Utility),101.48692060485725
55123,Vernon,Wisconsin,Wind,98.16448374541199
55125,Vilas,Wisconsin,Solar PV (Residential),314.578059012622
55133,Waukesha,Wisconsin,Solar PV (Utility),101.99716768278883
55139,Winnebago,Wisconsin,Solar PV (Utility),101.96843070690701
56003,Big Horn,Wyoming,Natural Gas Combined Cycle,56.95617766872347
56009,Converse,Wyoming,Wind,64.58920655539549
56017,Hot Springs,Wyoming,Natural Gas Combined Cycle,56.78923041833462
56019,Johnson,Wyoming,Solar PV (Utility),76.89194993649599
54023,Grant,West Virginia,Wind,72.86812534454874
54025,Greenbrier,West Virginia,Wind,74.50492355540652
54027,Hampshire,West Virginia,Solar PV (Utility),97.21340363817286
54033,Harrison,West Virginia,Solar PV (Utility),99.13744404637197
54037,Jefferson,West Virginia,Solar PV (Utility),95.73933635614173
54045,Logan,West Virginia,Solar PV (Utility),95.81082879584626
54051,Marshall,West Virginia,Solar PV (Utility),100.18907517811694
54053,Mason,West Virginia,Solar PV (Utility),96.2340649461324
54059,Mingo,West Virginia,Solar PV (Utility),96.64348260847768
54065,Morgan,West Virginia,Solar PV (Utility),98.97704067902205
54069,Ohio,West Virginia,Solar PV (Utility),100.31974156958506
54075,Pocahontas,West Virginia,Wind,61.35750122762571
48341,Moore,Texas,Wind,57.44599284975079
54083,Randolph,West Virginia,Wind,62.89147170361906
54087,Roane,West Virginia,Solar PV (Utility),97.86803559551348
54091,Taylor,West Virginia,Solar PV (Utility),99.15146253431287
54093,Tucker,West Virginia,Wind,60.07367731530695
54097,Upshur,West Virginia,Wind,96.25959342390675
54099,Wayne,West Virginia,Solar PV (Utility),95.41882962144189
54103,Wetzel,West Virginia,Solar PV (Utility),100.13050122635333
54105,Wirt,West Virginia,Solar PV (Utility),97.85321710757258
54107,Wood,West Virginia,Solar PV (Utility),98.0006019869816
55011,Buffalo,Wisconsin,Wind,92.03670184143857
55013,Burnett,Wisconsin,Solar PV (Utility),102.01178617072974
55019,Clark,Wisconsin,Solar PV (Utility),101.69007943602989
55021,Columbia,Wisconsin,Wind,100.99812368069696
55023,Crawford,Wisconsin,Wind,95.49550818591004
53029,Island,Washington,Coal (Subbituminous),110.48217826663303
49039,Sanpete,Utah,Natural Gas Combined Cycle,55.021845013979465
49043,Summit,Utah,Solar PV (Utility),73.91587839655192
49045,Tooele,Utah,Solar PV (Utility),76.00282217210095
49049,Utah,Utah,Natural Gas Combined Cycle,54.41213351475717
49057,Weber,Utah,Solar PV (Utility),76.30751041885989
50003,Bennington,Vermont,Wind,68.2516683695958
50007,Chittenden,Vermont,Natural Gas Combined Cycle,65.11332157073909
50011,Franklin,Vermont,Natural Gas Combined Cycle,64.94558767182787
50015,Lamoille,Vermont,Natural Gas Combined Cycle,65.08521987089463
50021,Rutland,Vermont,Wind,82.80498789153268
56023,Lincoln,Wyoming,Natural Gas Combined Cycle,56.008000716934745
51005,Alleghany,Virginia,Solar PV (Residential),274.3726435368258
51011,Appomattox,Virginia,Natural Gas Combined Cycle,68.15963014305281
51013,Arlington,Virginia,Solar PV (Residential),284.0414770115182
51015,Augusta,Virginia,Natural Gas Combined Cycle,67.20861234211955
51019,Bedford,Virginia,Solar PV (Utility),86.95610661571855
51025,Brunswick,Virginia,Natural Gas Combined Cycle,69.92127663605346
51031,Campbell,Virginia,Natural Gas Combined Cycle,67.87466619593032
51033,Caroline,Virginia,Natural Gas Combined Cycle,71.37598602640992
51036,Charles City,Virginia,Natural Gas Combined Cycle,71.03303147742095
51045,Craig,Virginia,Wind,66.11837703138885
51049,Cumberland,Virginia,Natural Gas Combined Cycle,69.31631008706448
51051,Dickenson,Virginia,Solar PV (Utility),92.83615725590218
54081,Raleigh,West Virginia,Wind,83.90290188109549
51061,Fauquier,Virginia,Solar PV (Utility),92.99636062325212
51067,Franklin,Virginia,Solar PV (Utility),87.32096881424113
51069,Frederick,Virginia,Solar PV (Utility),95.57863298879181
51073,Gloucester,Virginia,Natural Gas Combined Cycle,71.86922697353242
51081,Greensville,Virginia,Natural Gas Combined Cycle,70.25244668426474
51085,Hanover,Virginia,Solar PV (Utility),90.9546723115258
51091,Highland,Virginia,Wind,65.82813937376847
51095,James City,Virginia,Solar PV (Utility),90.9541723115258
51103,Lancaster,Virginia,Solar PV (Utility),92.3102916900297
49037,San Juan,Utah,Natural Gas Combined Cycle,55.627179314135
51119,Middlesex,Virginia,Solar PV (Utility),92.266436226207
50025,Windham,Vermont,Wind,78.12509427566108
53037,Kittitas,Washington,Natural Gas Combined Cycle,54.44476165628019
53039,Klickitat,Washington,Natural Gas Combined Cycle,55.111918754258156
53059,Skamania,Washington,Solar PV (Residential),326.80731162883376
53075,Whitman,Washington,Natural Gas Combined Cycle,53.11293196265737
54017,Doddridge,West Virginia,Solar PV (Utility),99.93926088312162
54029,Hancock,West Virginia,Solar PV (Utility),102.20122651396146
54043,Lincoln,West Virginia,Solar PV (Utility),95.95671367525527
54055,Mercer,West Virginia,Natural Gas Combined Cycle,75.55594344009113
54073,Pleasants,West Virginia,Solar PV (Utility),99.50280624489454
54085,Ritchie,West Virginia,Solar PV (Utility),99.34210287754462
54095,Tyler,West Virginia,Solar PV (Utility),100.30462308164417
51057,Essex,Virginia,Natural Gas Combined Cycle,71.76852292376574
51115,Mathews,Virginia,Solar PV (Residential),278.2702965582433
22095,St. John the Baptist,Louisiana,Natural Gas Combined Cycle,58.12937862517201
22111,Union,Louisiana,Natural Gas Combined Cycle,59.355850874005455
21001,Adair,Kentucky,Natural Gas Combined Cycle,60.57931279313698
21005,Anderson,Kentucky,Solar PV (Utility),89.68506386066728
21007,Ballard,Kentucky,Solar PV (Utility),88.85341004803585
21019,Boyd,Kentucky,Solar PV (Utility),94.42517244146055
21037,Campbell,Kentucky,Solar PV (Utility),92.83675725590217
21049,Clark,Kentucky,Solar PV (Utility),91.071220215053
21061,Edmonson,Kentucky,Natural Gas Combined Cycle,61.76202729235928
21069,Fleming,Kentucky,Natural Gas Combined Cycle,60.570039289248456
21081,Grant,Kentucky,Natural Gas Combined Cycle,62.01877148987062
21093,Hardin,Kentucky,Natural Gas Combined Cycle,62.211450491426035
21109,Jackson,Kentucky,Solar PV (Utility),91.10035719093482
21125,Laurel,Kentucky,Solar PV (Utility),90.43010674565332
21131,Leslie,Kentucky,Solar PV (Utility),91.53671182916187
40037,Creek,Oklahoma,Natural Gas Combined Cycle,66.92628848208717
40047,Garfield,Oklahoma,Wind,59.248755436391626
37183,Wake,North Carolina,Solar PV (Utility),86.21246373073255
37187,Washington,North Carolina,Solar PV (Utility),90.12371849889438
38003,Barnes,North Dakota,Wind,58.831344496933966
38013,Burke,North Dakota,Wind,57.15485519213043
38025,Dunn,North Dakota,Wind,63.88225795831745
38041,Hettinger,North Dakota,Wind,60.36431497292732
38055,McLean,North Dakota,Wind,66.03609484349731
38069,Pierce,North Dakota,Wind,66.55343351781939
38087,Slope,North Dakota,Wind,60.17690505017137
38095,Towner,North Dakota,Wind,68.10654954078562
39009,Athens,Ohio,Solar PV (Utility),97.3005145658183
39021,Champaign,Ohio,Natural Gas Combined Cycle,75.67918348985782
54109,Wyoming,West Virginia,Solar PV (Utility),93.68132955647451
55015,Calumet,Wisconsin,Wind,94.084310991754
55027,Dodge,Wisconsin,Solar PV (Utility),102.20032651396147
49027,Millard,Utah,Natural Gas Combined Cycle,55.78985491133527
49033,Rich,Utah,Natural Gas Combined Cycle,55.36296216639035
49041,Sevier,Utah,Solar PV (Utility),71.12984719983957
49055,Wayne,Utah,Solar PV (Utility),69.52441352634033
50013,Grand Isle,Vermont,Solar PV (Utility),104.37418121715591
51003,Albemarle,Virginia,Natural Gas Combined Cycle,68.76624963760887
51009,Amherst,Virginia,Solar PV (Utility),87.2498763745366
51023,Botetourt,Virginia,Solar PV (Utility),88.42987389774969
51035,Carroll,Virginia,Wind,73.5490283946539
51053,Dinwiddie,Virginia,Natural Gas Combined Cycle,70.09905658317595
51065,Fluvanna,Virginia,Natural Gas Combined Cycle,69.36741863605346
1003,Baldwin,Alabama,Natural Gas Combined Cycle,56.86463704041502
1027,Clay,Alabama,Natural Gas Combined Cycle,59.500744040415015
1041,Crenshaw,Alabama,Solar PV (Utility),80.52365343378065
1057,Fayette,Alabama,Natural Gas Combined Cycle,58.378561589404
1073,Jefferson,Alabama,Solar PV (Utility),83.95149809989269
1091,Marengo,Alabama,Natural Gas Combined Cycle,58.237925090181704
1103,Morgan,Alabama,Natural Gas Combined Cycle,57.38462259718105
1115,St. Clair,Alabama,Natural Gas Combined Cycle,59.095277440103935
1129,Washington,Alabama,Natural Gas Combined Cycle,57.194526090181704
21147,McCreary,Kentucky,Solar PV (Utility),89.56771595714008
21165,Menifee,Kentucky,Solar PV (Utility),92.96782364737031
21181,Nicholas,Kentucky,Solar PV (Utility),90.85304289593948
19041,Clay,Iowa,Wind,64.48307882053106
19043,Clayton,Iowa,Wind,92.05534738841145
19049,Dallas,Iowa,Wind,82.61847796877673
19057,Des Moines,Iowa,Wind,84.2308306326616
19073,Greene,Iowa,Wind,80.40480444267823
19081,Hancock,Iowa,Wind,63.595620300697085
19091,Humboldt,Iowa,Wind,66.96914445727705
19099,Jasper,Iowa,Wind,78.74606068484756
19115,Louisa,Iowa,Wind,85.78594665562784
19131,Mitchell,Iowa,Wind,77.4847823195017
19147,Palo Alto,Iowa,Wind,63.612965847669976
19157,Poweshiek,Iowa,Wind,74.25417699173192
19165,Shelby,Iowa,Wind,75.3929820752405
19179,Wapello,Iowa,Wind,79.65876475165443
19187,Webster,Iowa,Wind,72.1859222944436
19197,Wright,Iowa,Wind,66.09993148441595
39031,Coshocton,Ohio,Natural Gas Combined Cycle,77.55182278223631
39045,Fairfield,Ohio,Solar PV (Utility),97.3716070055228
35013,Dona Ana,New Mexico,Solar PV (Utility),64.2598393796746
35017,Grant,New Mexico,Solar PV (Utility),62.87248302528887
35037,Quay,New Mexico,Wind,59.310792077310275
35059,Union,New Mexico,Wind,62.02015873075797
36017,Chenango,New York,Wind,83.83776524017682
36031,Essex,New York,Solar PV (Residential),311.86324171339993
36049,Lewis,New York,Wind,78.2277220105255
36065,Oneida,New York,Wind,93.11117028402847
36077,Otsego,New York,Wind,75.64372863891509
51079,Greene,Virginia,Solar PV (Utility),90.60362860094415
12129,Wakulla,Florida,Natural Gas Combined Cycle,68.34601526436191
13011,Banks,Georgia,Solar PV (Utility),80.36435006643072
13019,Berrien,Georgia,Natural Gas Combined Cycle,62.69512034057056
13027,Brooks,Georgia,Natural Gas Combined Cycle,63.26877754119273
13033,Burke,Georgia,Natural Gas Combined Cycle,60.45498118815967
13039,Camden,Georgia,Solar PV (Residential),246.3952806772414
13051,Chatham,Georgia,Solar PV (Residential),243.41521660203975
13061,Clay,Georgia,Natural Gas Combined Cycle,61.88405354119273
5149,Yell,Arkansas,Natural Gas Combined Cycle,63.295408520972394
6011,Colusa,California,Natural Gas Combined Cycle,58.18062209795875
6027,Inyo,California,Solar PV (Utility),68.75143366547249
6047,Merced,California,Solar PV (Utility),83.16529975108396
6063,Plumas,California,Solar PV (Utility),76.09053309974635
6077,San Joaquin,California,Solar PV (Utility),84.37453425017885
6091,Sierra,California,Solar PV (Utility),75.31545323887853
6107,Tulare,California,Solar PV (Utility),74.3688515227199
8011,Bent,Colorado,Solar PV (Utility),70.40092280279447
8019,Clear Creek,Colorado,Wind,47.75687686644146
8027,Custer,Colorado,Solar PV (Utility),66.12650583611008
20013,Brown,Kansas,Wind,71.70797471406729
20023,Cheyenne,Kansas,Wind,60.17760505017137
27071,Koochiching,Minnesota,Solar PV (Utility),102.59382568836583
27079,Le Sueur,Minnesota,Wind,84.02707516293277
27087,Mahnomen,Minnesota,Wind,68.23132282262293
27101,Murray,Minnesota,Wind,60.86030810027651
27107,Norman,Minnesota,Wind,67.71298414830085
27125,Red Lake,Minnesota,Wind,72.47465995206397
27131,Rice,Minnesota,Wind,83.61076422347512
27143,Sibley,Minnesota,Wind,90.00973823809602
27159,Wadena,Minnesota,Solar PV (Utility),99.54696170871725
27169,Winona,Minnesota,Wind,91.87143746565549
28007,Attala,Mississippi,Natural Gas Combined Cycle,57.19444433901514
28023,Clarke,Mississippi,Solar PV (Utility),81.79266188463916
28035,Forrest,Mississippi,Solar PV (Utility),81.4136811981757
28043,Grenada,Mississippi,Natural Gas Combined Cycle,59.59459527369437
36091,Saratoga,New York,Solar PV (Utility),103.61591984422898
36101,Steuben,New York,Wind,82.36983140510212
36113,Warren,New York,Solar PV (Residential),312.9736783567442
42011,Berks,Pennsylvania,Solar PV (Utility),102.91503242306568
42019,Butler,Pennsylvania,Natural Gas Combined Cycle,81.15620276668221
42025,Carbon,Pennsylvania,Wind,86.13502095416688
42037,Columbia,Pennsylvania,Natural Gas Combined Cycle,67.66764954896337
42053,Forest,Pennsylvania,Natural Gas Combined Cycle,82.86135221147158
42057,Fulton,Pennsylvania,Wind,100.02538297297147
42075,Lebanon,Pennsylvania,Solar PV (Utility),102.02570465867063
42081,Lycoming,Pennsylvania,Natural Gas Combined Cycle,67.82898015238526
42099,Perry,Pennsylvania,Solar PV (Utility),101.51545758073905
42117,Tioga,Pennsylvania,Wind,84.58470493120063
42131,Wyoming,Pennsylvania,Wind,91.97386520051992
1005,Barbour,Alabama,Natural Gas Combined Cycle,60.92177724103718
1013,Butler,Alabama,Solar PV (Utility),80.93337109612591
1019,Cherokee,Alabama,Natural Gas Combined Cycle,60.02732109018171
6041,Marin,California,Solar PV (Utility),92.3539471538524
6053,Monterey,California,Natural Gas Combined Cycle,59.306308545858954
6061,Placer,California,Natural Gas Combined Cycle,58.158193651613956
8041,El Paso,Colorado,Solar PV (Utility),70.22600094750364
8049,Grand,Colorado,Solar PV (Utility),71.87269008482559
12085,Martin,Florida,Natural Gas Combined Cycle,69.55018000619602
12093,Okeechobee,Florida,Natural Gas Combined Cycle,69.43177250697373
12105,Polk,Florida,Natural Gas Combined Cycle,68.51800255829582
12121,Suwannee,Florida,Natural Gas Combined Cycle,68.32362416327314
12133,Washington,Florida,Natural Gas Combined Cycle,60.98890959095941
13007,Baker,Georgia,Natural Gas Combined Cycle,62.76235384134826
13021,Bibb,Georgia,Solar PV (Utility),80.2030466990808
13035,Butts,Georgia,Solar PV (Utility),80.91815260818501
13047,Catoosa,Georgia,Natural Gas Combined Cycle,59.553703147725436
13065,Clinch,Georgia,Solar PV (Residential),246.77857607149804
13075,Cook,Georgia,Natural Gas Combined Cycle,62.62709319127049
28057,Itawamba,Mississippi,Natural Gas Combined Cycle,56.788620146170025
28069,Kemper,Mississippi,Natural Gas Combined Cycle,57.922121189715085
22119,Webster,Louisiana,Natural Gas Combined Cycle,64.73339783823103
22125,West Feliciana,Louisiana,Solar PV (Utility),81.26689631876668
23017,Oxford,Maine,Natural Gas Combined Cycle,65.30981387089463
24015,Cecil,Maryland,Solar PV (Utility),98.62779696844039
24027,Howard,Maryland,Solar PV (Utility),95.47600357320549
25001,Barnstable,Massachusetts,Natural Gas Combined Cycle,68.32820615549608
25003,Berkshire,Massachusetts,Wind,73.94579378713868
25027,Worcester,Massachusetts,Wind,94.78975958883203
26025,Calhoun,Michigan,Natural Gas Combined Cycle,63.71416634679219
26039,Crawford,Michigan,Natural Gas Combined Cycle,68.85808124259259
26049,Genesee,Michigan,Wind,98.08110155752046
44007,Providence,Rhode Island,Wind,104.0233735387379
45021,Cherokee,South Carolina,Natural Gas Combined Cycle,66.23931606529516
45033,Dillon,South Carolina,Natural Gas Combined Cycle,69.7174376049517
45045,Greenville,South Carolina,Solar PV (Utility),80.43614250613524
47009,Blount,Tennessee,Solar PV (Utility),85.68929816486006
47019,Carter,Tennessee,Wind,82.20246702931905
47037,Davidson,Tennessee,Solar PV (Utility),88.61981424098143
47051,Franklin,Tennessee,Solar PV (Utility),86.65081836895962
47063,Hamblen,Tennessee,Solar PV (Utility),86.53357046543239
47075,Haywood,Tennessee,Natural Gas Combined Cycle,58.01705849298144
47085,Humphreys,Tennessee,Natural Gas Combined Cycle,58.68862199375914
47099,Lawrence,Tennessee,Natural Gas Combined Cycle,57.677673295470086
47113,Madison,Tennessee,Natural Gas Combined Cycle,58.0347407433703
47127,Moore,Tennessee,Solar PV (Utility),86.82704022425044
6019,Fresno,California,Solar PV (Utility),77.89812560441824
6023,Humboldt,California,Solar PV (Utility),90.34109581800789
6035,Lassen,California,Natural Gas Combined Cycle,58.99691119438131
6037,Los Angeles,California,Solar PV (Utility),75.34639021476033
13085,Dawson,Georgia,Solar PV (Utility),82.40563837815705
13099,Early,Georgia,Natural Gas Combined Cycle,62.167144191270495
13117,Forsyth,Georgia,Solar PV (Utility),81.99842071581179
8051,Gunnison,Colorado,Solar PV (Utility),69.77192782133567
8055,Huerfano,Colorado,Wind,63.44830147188691
8065,Lake,Colorado,Solar PV (Residential),222.43301945735143
8079,Mineral,Colorado,Solar PV (Residential),214.17841894140852
8089,Otero,Colorado,Solar PV (Utility),70.5754446580853
8101,Pueblo,Colorado,Solar PV (Utility),69.99230514044919
8117,Summit,Colorado,Solar PV (Residential),228.77624300201134
9005,Litchfield,Connecticut,Wind,92.51184942181487
12007,Bradford,Florida,Natural Gas Combined Cycle,68.11594686000676
12019,Clay,Florida,Natural Gas Combined Cycle,67.80793395954015
12027,DeSoto,Florida,Natural Gas Combined Cycle,68.92684590821804
12035,Flagler,Florida,Solar PV (Residential),249.07154843703768
26059,Hillsdale,Michigan,Natural Gas Combined Cycle,62.58533559718105
26063,Huron,Michigan,Wind,90.3817580836079
26113,Missaukee,Michigan,Natural Gas Combined Cycle,68.84361979313698
26119,Montmorency,Michigan,Natural Gas Combined Cycle,68.53926989267036
26129,Ogemaw,Michigan,Natural Gas Combined Cycle,68.60366004352584
26137,Otsego,Michigan,Natural Gas Combined Cycle,68.84006264228152
26149,St. Joseph,Michigan,Natural Gas Combined Cycle,78.53474098441387
27005,Becker,Minnesota,Wind,73.94619378713868
27013,Blue Earth,Minnesota,Wind,74.98097113578282
27023,Chippewa,Minnesota,Wind,90.1547570669062
27033,Cottonwood,Minnesota,Wind,61.83354880800203
27047,Freeborn,Minnesota,Wind,69.26660017126707
27061,Itasca,Minnesota,Solar PV (Utility),101.47110211691634
29095,Jackson,Missouri,Wind,66.24295031322615
47133,Overton,Tennessee,Natural Gas Combined Cycle,60.78770044477016
47145,Roane,Tennessee,Natural Gas Combined Cycle,60.037135746481106
47159,Smith,Tennessee,Solar PV (Utility),89.21787224655843
47165,Sumner,Tennessee,Solar PV (Utility),88.67808819274502
45047,Greenwood,South Carolina,Solar PV (Utility),80.30467611466712
45051,Horry,South Carolina,Solar PV (Utility),82.56624174550696
45059,Laurens,South Carolina,Natural Gas Combined Cycle,66.20538276669504
